,_id,benford_compliance.budget,benford_compliance.transaction,doc_size.avg,doc_size.max,doc_size.min,missing_data.@default-currency,missing_data.@xml:lang,missing_data.activity-date,missing_data.budget,missing_data.description,missing_data.document-link,missing_data.participating-org,missing_data.result,missing_data.title,missing_data.transaction,organization_id,records,relative_size.budget,relative_size.description,relative_size.document-link,relative_size.participating-org,relative_size.result,relative_size.title,relative_size.transaction,title_description_similarity,completeness,compliance,distance,organization_id.score,utility,grade,relative_size.other
0,5780510b370d935726735f83,1.0,0.0,22160.5,22627,21694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,GB-CHC-1098752,2,0.02316146088316336,0.011487592264168248,0.0,0.02168353333402408,0.0,0.00666131375056268,0.876706889837328,0.0,80.0,75.0,72.16878364870321,GB-CHC-1098752,60.0,C,0.06029920993075355
1,5780511f370d935726735f84,0.0,0.3,1415.0,1536,1367,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,GB-CHC-1133342,10,0.0,0.0972242989239223,0.0,0.16887331189165117,0.0,0.04159809832327153,0.21649003888585452,0.019360324687858612,70.0,75.0,68.61729616746301,GB-CHC-1133342,60.0,D,0.4758142519753005
2,57805132370d935726735f85,0.0,0.4,6192.2,8237,4588,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,NL-KVK-51018586,5,0.027617676437382555,0.12379847646506925,0.03020547457434669,0.057225194935002256,0.02124383277858164,0.02780466341127128,0.37596126214646264,0.2747443476642579,90.0,75.0,83.67224417188416,NL-KVK-51018586,85.31197649965807,B,0.33614341925188373
3,57805146370d935726735f86,0.0,0.3333333333333333,11230.666666666666,16664,6988,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,GB-CHC-1109789,3,0.06437509785007677,0.04792126360922108,0.019074749171022743,0.045790141849027154,0.0,0.019328575245809047,0.5870297129304989,0.28863005360027794,83.33333333333334,75.0,66.06878428686542,GB-CHC-1109789,22.930510831392866,D,0.21648045934434434
4,5780515a370d935726735f87,0.2042961608775137,0.46816143497757845,73859.63587443947,296242,5022,0.0,0.0,0.0,0.01883408071748879,0.0,0.0,0.0,1.0,0.0,0.0,44000,2230,0.5251345222481182,0.026200045340108426,0.045195396537024715,0.020771466067414816,0.0,0.0026170375910613674,0.22439747683402503,0.0,89.81165919282512,100.0,84.98261415718741,44000,60.0,B,0.1556840553822474
5,5780516e370d935726735f88,0.6,0.8,4144.0,6071,3574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,NL-KVK-41177588,5,0.09726356340052542,0.10357669366647451,0.0,0.1247166895681598,0.0,0.02490934296877121,0.18911115570286552,0.14501077774986965,80.0,100.0,88.84358712555685,NL-KVK-41177588,85.32027262034056,B,0.4604225546932036
6,57805181370d935726735f89,0.6666666666666666,0.3333333333333333,22311.666666666668,34189,9844,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-1115109,3,0.058531537195270544,0.04425295669452539,0.0838148960608031,0.025922967128065588,0.0,0.011821250350006389,0.5574288868377502,0.19740150982212043,86.66666666666667,100.0,83.88704928078612,GB-CHC-1115109,60.0,B,0.21822750573357885
7,57805195370d935726735f8a,0.6666666666666666,0.3333333333333333,6943.666666666667,8745,4529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-1071659,3,0.04613039488392857,0.0878228243210385,0.04930357163941313,0.07186511034748551,0.0,0.02464362351006828,0.4784227474677653,0.35307602887467276,90.0,100.0,84.68911718300505,GB-CHC-1071659,58.45288451146175,B,0.2418117278303007
8,578051a8370d935726735f8b,0.5,1.0,22385.5,24688,20083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-1085096,2,0.03040582126946987,0.031096476195402817,0.06692345548378635,0.01554365972271457,0.0,0.006355492415484165,0.7316917621585262,0.4518184567386645,90.0,100.0,87.55950357709132,GB-CHC-1085096,70.0,B,0.11798333275461603
9,578051bc370d935726735f8c,0.30434782608695654,0.4797297297297297,24109.841216216217,238039,4362,0.0,0.0,0.0,0.9222972972972973,0.0,0.9425675675675675,0.0,1.0,0.0,0.0,GB-CHC-288701,296,0.017519933057434062,0.04150955899922016,0.003756363346116477,0.03208223274175566,0.0,0.006118421970371504,0.5830028357000364,0.0,71.35135135135135,100.0,78.93249297060535,GB-CHC-288701,60.0,C,0.3160106541850658
10,578051cf370d935726735f8d,0.3684210526315789,0.0,2813.28,3458,1443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,US-EIN-84-1166148,25,0.06708676377508808,0.07503977217552193,0.0,0.043366751554676085,0.0,0.029577528926851216,0.0,0.2815373916150729,70.0,75.0,71.70541588099651,US-EIN-84-1166148,70.0,C,0.7849291835678627
11,578051e2370d935726735f8e,0.33098591549295775,0.3971631205673759,8267.514084507042,32470,2417,0.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,1.0,0.0,0.007042253521126761,NL-KVK-41118168,142,0.04151761454991717,0.016273150683451476,0.0,0.05514032629788418,0.0,0.01126928857791801,0.3060195784284329,0.055247044030681036,79.7887323943662,100.0,83.71937131675101,NL-KVK-41118168,68.26827655592537,B,0.5697800414623961
12,578051f6370d935726735f8f,0.0,1.0,3893.0,4287,3499,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,NP-CRO-45995/063/064,2,0.06629355863146744,0.2966896203407245,0.027175180779099604,0.06293243969268969,0.0,0.02840849659934829,0.14248274341171022,0.19687462597331484,85.0,75.0,83.56634091147782,NP-CRO-45995/063/064,90.0,B,0.3760179605449603
